state,location,type,so2,no2,pm2_5,AQI
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,13.0,19.0,31.666666666666668
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,14.0,33.0,54.37931034482759
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,15.0,16.0,26.666666666666668
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,25.0,41.666666666666664
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,33.0,54.37931034482759
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,11.0,31.0,51.666666666666664
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,35.0,57.758620689655174
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,14.0,46.0,76.34482758620689
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,10.0,16.666666666666668
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,21.0,35.0
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,15.0,25.0
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,31.0,51.666666666666664
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,16.0,58.0,96.62068965517241
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,17.0,56.0,93.24137931034483
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,43.0,71.27586206896552
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,11.0,55.0,91.55172413793103
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,13.0,48.0,79.72413793103448
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,14.0,65.0,114.65517241379311
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,14.0,48.0,79.72413793103448
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,11.0,31.0,51.666666666666664
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,37.0,61.13793103448276
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,15.0,51.0,84.79310344827587
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,14.0,61.0,101.6896551724138
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,15.0,81.0,169.27586206896552
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,14.0,80.0,165.86206896551724
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,12.0,92.0,204.41379310344828
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,13.0,78.0,159.0344827586207
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,13.0,64.0,111.24137931034483
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,16.0,118.0,293.17241379310343
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,13.0,77.0,155.6206896551724
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,13.0,55.0,91.55172413793103
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,13.0,77.0,155.6206896551724
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,14.0,79.0,162.44827586206895
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,16.0,81.0,169.27586206896552
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,15.0,117.0,289.7586206896552
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,13.0,67.0,121.48275862068965
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,15.0,68.0,124.89655172413794
Odisha,Keonjhar,"Residential, Rural and other Areas",2.0,16.0,109.0,262.44827586206895
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,15.0,25.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,12.0,20.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,12.0,20.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,20.0,33.333333333333336
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,17.0,18.0,30.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,19.0,31.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,12.0,20.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,15.0,25.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,25.0,41.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,19.0,31.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,23.0,38.333333333333336
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,23.0,38.333333333333336
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,17.0,28.333333333333332
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,16.0,26.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,20.0,33.333333333333336
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,17.0,17.0,28.333333333333332
Odisha,Bhubaneswar,"Residential, Rural and other Areas",8.0,21.0,174.0,341.9921875
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,17.0,22.0,36.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,19.0,29.0,48.333333333333336
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,47.0,78.0344827586207
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,55.0,91.55172413793103
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,25.0,41.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,56.0,93.24137931034483
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,49.0,81.41379310344828
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,22.0,61.0,101.6896551724138
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,13.0,15.0,25.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,21.0,35.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,18.0,21.0,35.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,13.0,18.0,30.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,17.0,34.0,56.06896551724138
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,17.0,36.0,59.44827586206897
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,31.0,51.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,22.0,36.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,17.0,27.0,45.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,9.0,18.75
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,20.0,33.333333333333336
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,30.0,50.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,22.0,36.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,18.0,30.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,19.0,31.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,16.0,26.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,13.0,20.0,33.333333333333336
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,12.0,28.0,46.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,10.0,9.0,15.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,12.0,17.0,28.333333333333332
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,13.0,17.0,28.333333333333332
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,12.0,21.0,35.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,13.0,37.0,61.13793103448276
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,12.0,20.0,33.333333333333336
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,12.0,13.0,21.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,35.0,57.758620689655174
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,10.0,14.0,23.333333333333332
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,20.0,13.0,25.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,9.0,18.75
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,12.0,13.0,21.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,15.0,12.0,20.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,15.0,25.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,14.0,23.333333333333332
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,11.0,20.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,17.0,21.0,35.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,20.0,14.0,25.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,31.0,51.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,12.0,10.0,16.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,11.0,12.0,20.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,13.0,16.0,26.666666666666668
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,14.0,23.333333333333332
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,14.0,36.0,59.44827586206897
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,16.0,22.0,36.666666666666664
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,20.0,18.0,30.0
Odisha,Bhubaneswar,"Residential, Rural and other Areas",2.0,21.0,19.0,31.666666666666668
Odisha,Balasore,"Residential, Rural and other Areas",2.0,11.0,58.0,96.62068965517241
Odisha,Balasore,"Residential, Rural and other Areas",2.0,12.0,64.0,111.24137931034483
Odisha,Balasore,"Residential, Rural and other Areas",2.0,11.0,48.0,79.72413793103448
Odisha,Balasore,"Residential, Rural and other Areas",2.0,11.0,45.0,74.65517241379311
Odisha,Balasore,"Residential, Rural and other Areas",2.0,13.0,62.0,104.41379310344827
Odisha,Balasore,"Residential, Rural and other Areas",2.0,12.0,54.0,89.86206896551724
Odisha,Balasore,"Residential, Rural and other Areas",2.0,11.0,55.0,91.55172413793103
Odisha,Balasore,"Residential, Rural and other Areas",2.0,11.0,42.0,69.58620689655172
Odisha,Balasore,"Residential, Rural and other Areas",2.0,11.0,48.0,79.72413793103448
Odisha,Balasore,Industrial Area,7.0,12.0,56.0,93.24137931034483
Odisha,Balasore,Industrial Area,6.0,11.0,48.0,79.72413793103448
Odisha,Balasore,Industrial Area,8.0,12.0,72.0,138.55172413793105
Odisha,Balasore,Industrial Area,9.0,13.0,88.0,193.17241379310343
Odisha,Balasore,Industrial Area,7.0,12.0,52.0,86.48275862068965
Odisha,Balasore,Industrial Area,9.0,13.0,64.0,111.24137931034483
Odisha,Balasore,Industrial Area,7.0,12.0,48.0,79.72413793103448
Odisha,Balasore,Industrial Area,7.0,12.0,42.0,69.58620689655172
Odisha,Balasore,Industrial Area,9.0,14.0,69.0,128.31034482758622
Odisha,Balasore,Industrial Area,7.0,12.0,52.0,86.48275862068965
Odisha,Balasore,Industrial Area,7.0,11.0,44.0,72.9655172413793
Odisha,Balasore,Industrial Area,8.0,13.0,69.0,128.31034482758622
Odisha,Balasore,Industrial Area,7.0,12.0,62.0,104.41379310344827
Odisha,Balasore,Industrial Area,7.0,11.0,50.0,83.10344827586206
Odisha,Paradeep,Industrial Area,11.0,11.0,31.0,51.666666666666664
Odisha,Paradeep,Industrial Area,11.0,11.0,36.0,59.44827586206897
Odisha,Paradeep,Industrial Area,13.0,11.0,35.0,57.758620689655174
Odisha,Paradeep,Industrial Area,11.0,12.0,36.0,59.44827586206897
Odisha,Paradeep,Industrial Area,12.0,11.0,40.0,66.20689655172414
Odisha,Paradeep,Industrial Area,11.0,11.0,25.0,41.666666666666664
Odisha,Paradeep,Industrial Area,10.0,11.0,29.0,48.333333333333336
Odisha,Paradeep,Industrial Area,10.0,12.0,44.0,72.9655172413793
Odisha,Paradeep,Industrial Area,11.0,11.0,44.0,72.9655172413793
Odisha,Paradeep,Industrial Area,14.0,12.0,37.0,61.13793103448276
Odisha,Paradeep,Industrial Area,12.0,11.0,38.0,62.827586206896555
Odisha,Paradeep,Industrial Area,12.0,12.0,49.0,81.41379310344828
Odisha,Paradeep,Industrial Area,14.0,12.0,34.0,56.06896551724138
Odisha,Paradeep,Industrial Area,15.0,11.0,30.0,50.0
Odisha,Paradeep,Industrial Area,16.0,11.0,39.0,64.51724137931035
Odisha,Paradeep,Industrial Area,13.0,11.0,38.0,62.827586206896555
Odisha,Paradeep,Industrial Area,18.0,12.0,29.0,48.333333333333336
Odisha,Paradeep,Industrial Area,15.0,13.0,31.0,51.666666666666664
Odisha,Paradeep,Industrial Area,26.0,24.0,42.0,69.58620689655172
Odisha,Paradeep,Industrial Area,11.0,12.0,61.0,101.6896551724138
Odisha,Paradeep,Industrial Area,14.0,12.0,29.0,48.333333333333336
Odisha,Paradeep,Industrial Area,16.0,13.0,35.0,57.758620689655174
Odisha,Paradeep,Industrial Area,13.0,12.0,37.0,61.13793103448276
Odisha,Paradeep,Industrial Area,18.0,15.0,56.0,93.24137931034483
Odisha,Paradeep,Industrial Area,20.0,13.0,29.0,48.333333333333336
Odisha,Paradeep,Industrial Area,18.0,14.0,30.0,50.0
Odisha,Paradeep,Industrial Area,19.0,12.0,26.0,43.333333333333336
Odisha,Paradeep,Industrial Area,17.0,13.0,35.0,57.758620689655174
Odisha,Paradeep,Industrial Area,16.0,12.0,35.0,57.758620689655174
Odisha,Paradeep,Industrial Area,23.0,13.0,27.0,45.0
Odisha,Paradeep,Industrial Area,25.0,12.0,51.0,84.79310344827587
Odisha,Paradeep,Industrial Area,20.0,13.0,49.0,81.41379310344828
Odisha,Paradeep,"Residential, Rural and other Areas",11.0,12.0,27.0,45.0
Odisha,Paradeep,"Residential, Rural and other Areas",11.0,11.0,25.0,41.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",12.0,11.0,47.0,78.0344827586207
Odisha,Paradeep,"Residential, Rural and other Areas",10.0,12.0,25.0,41.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",11.0,11.0,23.0,38.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",11.0,11.0,28.0,46.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",13.0,11.0,28.0,46.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",9.0,12.0,22.0,36.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",9.0,12.0,25.0,41.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",12.0,12.0,26.0,43.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,12.0,39.0,64.51724137931035
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,12.0,23.0,38.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",16.0,13.0,25.0,41.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,12.0,34.0,56.06896551724138
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,12.0,28.0,46.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,12.0,33.0,54.37931034482759
Odisha,Paradeep,"Residential, Rural and other Areas",13.0,11.0,26.0,43.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",15.0,15.0,22.0,36.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",37.0,24.0,122.0,301.7734375
Odisha,Paradeep,"Residential, Rural and other Areas",13.0,13.0,48.0,79.72413793103448
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,12.0,33.0,54.37931034482759
Odisha,Paradeep,"Residential, Rural and other Areas",13.0,12.0,41.0,67.89655172413794
Odisha,Paradeep,"Residential, Rural and other Areas",13.0,14.0,42.0,69.58620689655172
Odisha,Paradeep,"Residential, Rural and other Areas",22.0,13.0,33.0,54.37931034482759
Odisha,Paradeep,"Residential, Rural and other Areas",18.0,12.0,32.0,52.689655172413794
Odisha,Paradeep,"Residential, Rural and other Areas",19.0,13.0,30.0,50.0
Odisha,Paradeep,"Residential, Rural and other Areas",22.0,14.0,26.0,43.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",19.0,15.0,44.0,72.9655172413793
Odisha,Paradeep,"Residential, Rural and other Areas",17.0,14.0,31.0,51.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",20.0,14.0,32.0,52.689655172413794
Odisha,Paradeep,"Residential, Rural and other Areas",20.0,15.0,37.0,61.13793103448276
Odisha,Paradeep,"Residential, Rural and other Areas",19.0,15.0,42.0,69.58620689655172
Odisha,Paradeep,"Residential, Rural and other Areas",12.0,13.0,26.0,43.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",11.0,13.0,35.0,57.758620689655174
Odisha,Paradeep,"Residential, Rural and other Areas",12.0,13.0,25.0,41.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",11.0,13.0,29.0,48.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",10.0,13.0,22.0,36.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",12.0,14.0,26.0,43.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",10.0,13.0,45.0,74.65517241379311
Odisha,Paradeep,"Residential, Rural and other Areas",10.0,14.0,33.0,54.37931034482759
Odisha,Paradeep,"Residential, Rural and other Areas",15.0,13.0,29.0,48.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",13.0,14.0,44.0,72.9655172413793
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,13.0,29.0,48.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,12.0,31.0,51.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",13.0,13.0,41.0,67.89655172413794
Odisha,Paradeep,"Residential, Rural and other Areas",12.0,12.0,35.0,57.758620689655174
Odisha,Paradeep,"Residential, Rural and other Areas",14.0,13.0,29.0,48.333333333333336
Odisha,Paradeep,"Residential, Rural and other Areas",18.0,16.0,25.0,41.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",30.0,28.0,155.0,327.296875
Odisha,Paradeep,"Residential, Rural and other Areas",13.0,12.0,47.0,78.0344827586207
Odisha,Paradeep,"Residential, Rural and other Areas",16.0,14.0,28.0,46.666666666666664
Odisha,Paradeep,"Residential, Rural and other Areas",15.0,13.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,53.0,88.17241379310344
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,49.0,81.41379310344828
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,52.0,86.48275862068965
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,45.0,74.65517241379311
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,58.0,96.62068965517241
Odisha,Kalinga Nagar,Industrial Area,2.0,11.0,45.0,74.65517241379311
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,53.0,88.17241379310344
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,51.0,84.79310344827587
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,45.0,74.65517241379311
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,49.0,81.41379310344828
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,52.0,86.48275862068965
Odisha,Kalinga Nagar,Industrial Area,2.0,11.0,43.0,71.27586206896552
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,55.0,91.55172413793103
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,50.0,83.10344827586206
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,47.0,78.0344827586207
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,42.0,69.58620689655172
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,47.0,78.0344827586207
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,45.0,74.65517241379311
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,37.0,61.13793103448276
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,38.0,62.827586206896555
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,46.0,76.34482758620689
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,38.0,62.827586206896555
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,11.0,46.0,76.34482758620689
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,37.0,61.13793103448276
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,42.0,69.58620689655172
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,45.0,74.65517241379311
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,43.0,71.27586206896552
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,47.0,78.0344827586207
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,42.0,69.58620689655172
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,43.0,71.27586206896552
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,46.0,76.34482758620689
Odisha,Kalinga Nagar,Industrial Area,2.0,11.0,42.0,69.58620689655172
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,11.0,47.0,78.0344827586207
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,38.0,62.827586206896555
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,45.0,74.65517241379311
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,36.0,59.44827586206897
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,11.0,38.0,62.827586206896555
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,37.0,61.13793103448276
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,35.0,57.758620689655174
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,37.0,61.13793103448276
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,48.0,79.72413793103448
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,43.0,71.27586206896552
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,42.0,69.58620689655172
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,36.0,59.44827586206897
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,42.0,69.58620689655172
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,38.0,62.827586206896555
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,11.0,43.0,71.27586206896552
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,37.0,61.13793103448276
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,38.0,62.827586206896555
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,39.0,64.51724137931035
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,42.0,69.58620689655172
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,43.0,71.27586206896552
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,41.0,67.89655172413794
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,46.0,76.34482758620689
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,44.0,72.9655172413793
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,40.0,66.20689655172414
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,42.0,69.58620689655172
Odisha,Kalinga Nagar,Industrial Area,2.0,10.0,38.0,62.827586206896555
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,58.0,96.62068965517241
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,53.0,88.17241379310344
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,47.0,78.0344827586207
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,55.0,91.55172413793103
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,11.0,58.0,96.62068965517241
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,50.0,83.10344827586206
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,48.0,79.72413793103448
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,58.0,96.62068965517241
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,49.0,81.41379310344828
Odisha,Kalinga Nagar,"Residential, Rural and other Areas",2.0,10.0,47.0,78.0344827586207
